"idCatalogoCuenta","desCatalogoCuenta"
11704,"M.N. A RECIBIR"
11706,"M.N. A RECIBIR"
11709,"M.N. A RECIBIR"
11710,"M.N. A RECIBIR"
11712,"M.N. A RECIBIR"
11714,"M.N. A RECIBIR"
11716,"M.N. A RECIBIR"
11718,"M.N. A RECIBIR"
11720,"M.N. A RECIBIR"
11722,"M.N. A RECIBIR"
11724,"M.N. A RECIBIR"
11726,"M.N. A RECIBIR"
11728,"M.N. A RECIBIR"
11730,"M.N. A RECIBIR"
11732,"M.N. A RECIBIR"
11734,"M.N. A RECIBIR"
11736,"M.N. A RECIBIR"
11739,"M.N. A RECIBIR"
11740,"M.N. A RECIBIR"
11742,"M.N. A RECIBIR"
11744,"M.N. A RECIBIR"
11746,"M.N. A RECIBIR"
11748,"M.N. A RECIBIR"
11750,"M.N. A RECIBIR"
11752,"M.N. A RECIBIR"
11754,"M.N. A RECIBIR"
11756,"M.N. A RECIBIR"
11758,"M.N. A RECIBIR"
11760,"M.N. A RECIBIR"
11762,"M.N. A RECIBIR"
11764,"M.N. A RECIBIR"
11766,"M.N. A RECIBIR"
11769,"M.N. A RECIBIR"
12800,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 1 a 7 días"
12802,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 8 días a 31 días"
12804,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 32 días a 92 días"
12806,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 93 días a 184 días"
12808,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 185 días a 366 días"
12810,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 367 días a 731 días"
12812,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 732 días a 1"
12814,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 1"
12816,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 1"
12818,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 1"
12820,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 2"
12822,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 3"
12824,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL De 5"
12826,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL Más de 7"
12829,"M.N. A RECIBIR"
12899,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL SUMA DE ACTIVOS BRUTOS (CONCEPTOS 10050 A 12826)"
13000,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL P    A    S    I    V    O    S "
13050,"DEPOSITOS A LA VISTA"
13052,"DEPOSITOS A LA VISTA"
13054,"DEPOSITOS A LA VISTA"
13056,"DEPOSITOS A LA VISTA"
13058,"DEPOSITOS A LA VISTA"
13060,"DEPOSITOS A LA VISTA"
13062,"DEPOSITOS A LA VISTA"
13064,"DEPOSITOS A LA VISTA"
13066,"DEPOSITOS A LA VISTA"
13068,"DEPOSITOS A LA VISTA"
13070,"DEPOSITOS A LA VISTA"
13072,"DEPOSITOS A LA VISTA"
13074,"DEPOSITOS A LA VISTA"
13076,"DEPOSITOS A LA VISTA"
13079,"OTROS  FINANCIAMIENTOS OTORGADOS Y DEMAS OPERACIONES ACTIVAS QUE SEAN OBJETO DE UNA  TASA DE INTERES NOMINAL EN  MONEDA  NACIONAL DEPOSITOS A LA VISTA"
13100,"DEPOSITOS  A  LA  VISTA"
13102,"DEPOSITOS  A  LA  VISTA"
13104,"DEPOSITOS  A  LA  VISTA"
13106,"DEPOSITOS  A  LA  VISTA"
13108,"DEPOSITOS  A  LA  VISTA"
13110,"DEPOSITOS  A  LA  VISTA"
13112,"DEPOSITOS  A  LA  VISTA"
13114,"DEPOSITOS  A  LA  VISTA"
13116,"DEPOSITOS  A  LA  VISTA"
13118,"DEPOSITOS  A  LA  VISTA"
13120,"DEPOSITOS  A  LA  VISTA"
13122,"DEPOSITOS  A  LA  VISTA"
13124,"DEPOSITOS  A  LA  VISTA"
13126,"DEPOSITOS  A  LA  VISTA"
13129,"DEPOSITOS A LA VISTA"
13150,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13152,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13154,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13156,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13158,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13160,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13162,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13164,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13166,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13168,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13170,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13172,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13174,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13176,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13179,"DEPOSITOS  A  LA  VISTA"
13200,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13202,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13204,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13206,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13208,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13210,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13212,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13214,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13216,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13218,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13220,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13222,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13224,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13226,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13229,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13240,"MONEDA NACIONAL A ENTREGAR POR COMPRA DE DIVISAS (OPERACIONES FECHA VALOR 24"
13241,"DEPOSITOS DE AHORRO Y EN CUENTA CORRIENTE"
13250,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 1 a 7 días"
13252,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 8 días a 31 días"
13254,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 32 días a 92 días"
13256,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 93 días a 184 días"
13258,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 185 días a 366 días"
13260,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 367 días a 731 días"
13262,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 732 días a 1"
13264,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 1"
13266,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 1"
13268,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 1"
13270,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 2"
13272,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 3"
13274,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO De 5"
13276,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO Más de 7"
13279,"MONEDA NACIONAL A ENTREGAR POR COMPRA DE DIVISAS (OPERACIONES FECHA VALOR 24"
13350,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 1 a 7 días"
13352,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 8 días a 31 días"
13354,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 32 días a 92 días"
13356,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 93 días a 184 días"
13358,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 185 días a 366 días"
13360,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 367 días a 731 días"
13362,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 732 días a 1"
13364,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 1"
13366,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 1"
13368,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 1"
13370,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 2"
13372,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 3"
13374,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS De 5"
13376,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS Más de 7"
13379,"INSTRUMENTOS  DE  CAPTACION  A  PLAZO PRESTAMOS  Y  DEPOSITOS  DE  BANCOS"
13380,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13381,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13382,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13383,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13384,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13385,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13386,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13387,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13388,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13389,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13390,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13392,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13394,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13396,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13399,"PRESTAMOS  Y  DEPOSITOS  DE  BANCOS PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13400,"MONEDA  NACIONAL A ENTREGAR POR COMPRAS  DE VALORES (OPERACIONES FECHA VALOR 24"
13401,"PRESTAMOS INTERBANCARIOS RECIBIDOS POR OPERACIONES DE CESIÓN DE CARTERA DE CRÉDITOS POR PARTE DE LA INSTITUCIÓN"
13402,"MONEDA  NACIONAL A ENTREGAR POR COMPRAS  DE VALORES (OPERACIONES FECHA VALOR 24"
13450,"MONEDA NACIONAL A ENTREGAR POR REPORTOS"
13451,"MONEDA  NACIONAL A ENTREGAR POR COMPRAS  DE VALORES (OPERACIONES FECHA VALOR 24"
13500,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13502,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13504,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13506,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13508,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13510,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13512,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13514,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13516,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13518,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13520,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13522,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13524,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13526,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13529,"MONEDA NACIONAL A ENTREGAR POR REPORTOS"
13550,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13552,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13554,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13556,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13558,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13560,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13562,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13564,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13566,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13568,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13570,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13572,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13574,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13576,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13579,"VALORES A ENTREGAR POR VENTA DE TITULOS (OPERACIONES FECHA VALOR 24"
13600,"TITULOS A ENTREGAR POR REPORTOS"
13602,"TITULOS A ENTREGAR POR REPORTOS"
13604,"TITULOS A ENTREGAR POR REPORTOS"
13606,"TITULOS A ENTREGAR POR REPORTOS"
13608,"TITULOS A ENTREGAR POR REPORTOS"
13610,"TITULOS A ENTREGAR POR REPORTOS"
13612,"TITULOS A ENTREGAR POR REPORTOS"
13614,"TITULOS A ENTREGAR POR REPORTOS"
13616,"TITULOS A ENTREGAR POR REPORTOS"
13618,"TITULOS A ENTREGAR POR REPORTOS"
13620,"TITULOS A ENTREGAR POR REPORTOS"
13622,"TITULOS A ENTREGAR POR REPORTOS"
13624,"TITULOS A ENTREGAR POR REPORTOS"
13626,"TITULOS A ENTREGAR POR REPORTOS"
13629,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13650,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13652,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13654,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13656,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13658,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13660,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13662,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13664,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13666,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13668,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13670,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13672,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13674,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13676,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13679,"TITULOS A ENTREGAR POR REPORTOS"
13700,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13702,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13704,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13706,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13708,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13710,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13712,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13714,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13716,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13718,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13720,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13722,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13724,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13726,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13729,"VALORES A ENTREGAR POR PRESTAMO DE TITULOS"
13750,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13752,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13754,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13756,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13758,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13760,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13762,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13764,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13766,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13768,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13770,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13772,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13774,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13776,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13779,"TITULOS A ENTREGAR POR OPERACIONES DE REPORTO"
13780," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13782," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13784," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13786," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13788," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13790," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13792," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13794," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13796," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13798," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13800," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13802," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13804," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13806," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13809,"MONEDA NACIONAL A ENTREGAR POR OPERACIONES DE REPORTO"
13810," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13812," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13814," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13816," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13818," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13820," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13822," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13824," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13826," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13828," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13830," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13832," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13834," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13836," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13839," FORWARDSDE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13840,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13842,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13844,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13846,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13848,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13850,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13852,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13854,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13856,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13858,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13860,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13862,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13864,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13866,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13869," FORWARDSDE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13870,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13872,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13874,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13876,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13878,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13880,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13882,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13884,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13886,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13888,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13890,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13892,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13894,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13896,"FUTUROS DE VENTA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13899,"FUTUROS DE COMPRA DE TASA DE INTERES NOMINAL (FASE PASIVA)"
13900,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 1 a 7 días"
13902,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 8 días a 31 días"
13904,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 32 días a 92 días"
13906,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 93 días a 184 días"
13908,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 185 días a 366 días"
13910,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 367 días a 731 días"
13912,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 732 días a 1"
13914,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 1"
13916,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 1"
13918,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 1"
13920,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 2"
13922,"MONEDA NACIONAL A ENTREGAR (FASE PASIVA) POR  FORWARDSDE COMPRA DE DIVISAS De 3"
