FECHA;TIPO VALOR;EMISORA;SERIE;PRECIO LIMPIO;PRECIO SUCIO;INTERESES ACUMULADOS;CUPON ACTUAL;SOBRETASA;NOMBRE COMPLETO;SECTOR;MONTO EMITIDO;MONTO EN CIRCULACION;FECHA EMISION;PLAZO EMISION;FECHA VCTO;VALOR NOMINAL;MONEDA EMISION;SUBYACENTE;REND. COLOCACION;ST COLOCACION;FREC. CPN;TASA CUPON;DIAS TRANSC. CPN;REGLA CUPON;CUPONES EMISION;CUPONES X COBRAR;HECHO DE MKT;FECHA U.H.;PRECIO TEORICO;POST COMPRA;POST VENTA;YIELD COMPRA;YIELD VENTA;SPREAD COMPRA;SPREAD VENTA;MDYS;S&P;BURSATILIDAD;LIQUIDEZ;CAMBIO DIARIO;CAMBIO SEMANAL;PRECIO MAX 12M;PRECIO MIN 12M;SUSPENSION;VOLATILIDAD;VOLATILIDAD 2;DURACION;DURACION MONET.;CONVEXIDAD;VAR;DESVIACION STAND;VALOR NOMINAL ACTUALIZADO;CALIFICACION FITCH;FECHA PRECIO MAXIMO;FECHA PRECIO MINIMO;SENSIBILIDAD;DURACION MACAULAY;TASA DE RENDIMIENTO;HR RATINGS;DURACION EFECTIVA
20131231;4P;SCB0002;160608;4.311886;4.311886;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;3835;08/06/2016;4.95625;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;8.938964;NA;NA;NA;-;mxAAA;NA;-;0.02%;-0.16%;4.319156;3.996981;NA;0.13%;0.31%;2.331301374;-0.100523047;160.0873429;-0.006892;0.00%;4.95625;AAA(mex);19/12/2013;04/01/2013;-0.015308647;890;6.044729;-;890
20131231;4P;SCB0002;161208;4.190156;4.190156;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;4018;08/12/2016;4.95625;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;9.119079;NA;NA;NA;-;mxAAA;NA;-;0.02%;-0.21%;4.200625;3.872873;NA;0.16%;0.37%;2.808290763;-0.117671772;208.0512786;-0.010108;0.00%;4.95625;AAA(mex);14/10/2013;04/01/2013;-0.017680344;1073;6.134151;-;1073
20131231;4P;SCB0002;170608;4.050185;4.050185;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;4200;08/06/2017;4.929167;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;9.304045;NA;NA;NA;-;mxAAA;NA;-;0.03%;-0.27%;4.069667;3.732668;NA;0.18%;0.44%;3.281807163;-0.132919263;259.4067406;-0.012609;0.00%;4.929167;AAA(mex);14/10/2013;04/01/2013;-0.019847735;1255;6.225349;-;1255
20131231;4P;SCB0002;171208;3.95753;3.95753;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;4383;08/12/2017;4.95625;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;9.492516;NA;NA;NA;-;mxAAA;NA;-;0.03%;-0.33%;3.985774;3.636726;NA;0.21%;0.51%;3.757080963;-0.148687592;318.9940716;-0.015775;0.00%;4.95625;AAA(mex);14/10/2013;04/01/2013;-0.021621106;1438;6.317763;-;1438
20131231;4P;SCB0002;180608;3.825312;3.825312;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;4565;08/06/2018;4.929167;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;9.68732;NA;NA;NA;-;mxAAA;NA;-;0.03%;-0.38%;3.8615;3.505051;NA;0.24%;0.58%;4.228823571;-0.161765708;379.8376146;-0.019075;0.00%;4.929167;AAA(mex);14/10/2013;04/01/2013;-0.023296355;1620;6.412574;-;1620
20131231;4P;SCB0002;181210;3.81465;3.81465;0;0;0;SCOTIABANK INVERLAT, S.A.,;SERVICIOS FINANCIEROS;-;-;08/12/2005;4750;10/12/2018;5.010417;[MPS] Peso Mexicano (MXN);NA;-;NA;NA;0;NA;NA;NA;NA;-;-;NA;NA;NA;9.885386;NA;NA;NA;-;mxAAA;NA;-;0.03%;-0.45%;3.861426;3.45133;NA;0.27%;0.65%;4.718866726;-0.18000826;456.0228855;-0.023919;0.00%;5.010417;AAA(mex);14/10/2013;04/01/2013;-0.024387523;1805;6.251971;-;1805
20131231;4U;CBIC002;140206;14.390576;14.390576;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;4734;06/02/2014;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;6.729845;11/02/2005;NA;NA;NA;-0.390307;-0.380156;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.03%;0.15%;14.391464;13.765553;NA;0.08%;0.31%;0.103113128;-0.00293326;3.886403588;-0.004868;0.00%;2.84375;AAA(mex);30/12/2013;02/01/2013;-0.000836811;37;-0.325226;-;37
20131231;4U;CBIC002;140807;14.414237;14.414237;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;4916;07/08/2014;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;6.533791;11/02/2005;NA;NA;NA;-0.389931;-0.379034;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.03%;0.14%;14.419493;13.707475;NA;0.08%;0.33%;0.610314976;-0.017390181;24.69129324;-0.010681;0.00%;2.84375;AAA(mex);30/12/2013;02/01/2013;-0.004868585;219;-0.324692;-;219
20131231;4U;CBIC002;150204;14.351082;14.351082;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9366783.938;8531994.969;20/02/2001;5097;04/02/2015;2.828125;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;6.305714;11/02/2005;NA;NA;NA;-0.341964;-0.330326;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.04%;0.15%;14.360571;13.568201;NA;0.09%;0.36%;1.114210668;-0.031608972;47.99761793;-0.018218;0.00%;2.828125;AAA(mex);30/12/2013;02/01/2013;-0.008742226;400;-0.278184;-;400
20131231;4U;CBIC002;150806;14.473592;14.473592;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9470284.313;8626271.156;20/02/2001;5280;06/08/2015;2.859375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;6.181193;11/02/2005;NA;NA;NA;-0.099957;-0.087569;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.05%;0.15%;14.487117;13.64479;NA;0.10%;0.37%;1.62005152;-0.046351476;75.41693245;-0.011523;0.00%;2.859375;AAA(mex);30/12/2013;03/01/2013;-0.012429669;583;-0.037473;-;583
20131231;4U;CBIC002;160204;14.324223;14.324223;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;5462;04/02/2016;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.95816;11/02/2005;NA;NA;NA;0.14086;0.153994;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.06%;0.15%;14.341242;13.490517;NA;0.11%;0.36%;2.120712192;-0.060049751;104.5113814;-0.011893;0.00%;2.84375;AAA(mex);30/12/2013;03/01/2013;-0.015981553;765;0.202187;-;765
20131231;4U;CBIC002;160804;14.220061;14.220061;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;5644;04/08/2016;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.772;11/02/2005;NA;NA;NA;0.382693;0.396571;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.07%;0.14%;14.240311;13.404113;NA;0.13%;0.35%;2.618954054;-0.073618636;136.9203914;-0.022878;0.00%;2.84375;AAA(mex);30/12/2013;03/01/2013;-0.019343521;947;0.442982;-;947
20131231;4U;CBIC002;170202;14.082884;14.082884;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;5826;02/02/2017;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.589333;11/02/2005;NA;NA;NA;0.626429;0.641054;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.09%;0.12%;14.106008;13.305266;NA;0.15%;0.33%;3.114750447;-0.086710813;172.2314983;-0.0382;0.00%;2.84375;AAA(mex);30/12/2013;09/01/2013;-0.02253593;1129;0.685791;-;1129
20131231;4U;CBIC002;170803;13.913779;13.913779;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6008;03/08/2017;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.410474;11/02/2005;NA;NA;NA;0.872972;0.888343;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.11%;0.10%;13.967407;13.196313;NA;0.17%;0.32%;3.608057465;-0.099237764;210.4444123;-0.046808;0.00%;2.84375;AAA(mex);30/04/2013;09/01/2013;-0.025558354;1311;0.931504;-;1311
20131231;4U;CBIC002;180201;13.71405;13.71405;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6190;01/02/2018;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.235691;11/02/2005;NA;NA;NA;1.123245;1.139361;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.13%;0.07%;13.873192;13.079752;NA;0.20%;0.34%;4.098813752;-0.111117462;251.5588923;-0.060874;0.00%;2.84375;AAA(mex);30/04/2013;09/01/2013;-0.028410193;1493;1.181036;-;1493
20131231;4U;CBIC002;180802;13.485189;13.485189;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6372;02/08/2018;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;5.065247;11/02/2005;NA;NA;NA;1.378198;1.395059;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.15%;0.04%;13.764217;12.955296;NA;0.24%;0.39%;4.586940106;-0.122275243;295.5747487;-0.075862;0.00%;2.84375;AAA(mex);30/04/2013;11/01/2013;-0.031090664;1675;1.435329;-;1675
20131231;4U;CBIC002;190131;13.22887;13.22887;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6554;31/01/2019;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.899324;11/02/2005;NA;NA;NA;1.638818;1.656426;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.17%;0.01%;13.640866;12.748843;NA;0.28%;0.48%;5.072338889;-0.132644558;342.4918449;-0.091731;0.00%;2.84375;AAA(mex);30/04/2013;26/06/2013;-0.033598797;1857;1.695361;-;1857
20131231;4U;CBIC002;190801;12.946919;12.946919;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6736;01/08/2019;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.737999;11/02/2005;NA;NA;NA;1.906139;1.924492;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.20%;-0.03%;13.503566;12.521005;NA;0.33%;0.60%;5.554893243;-0.142167581;392.310098;-0.109857;0.00%;2.84375;AAA(mex);30/04/2013;26/06/2013;-0.035933428;2039;1.962156;-;2039
20131231;4U;CBIC002;200130;12.641298;12.641298;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;6918;30/01/2020;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.581475;11/02/2005;NA;NA;NA;2.181245;2.200344;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.23%;-0.08%;13.384159;12.278989;NA;0.39%;0.75%;6.034466108;-0.150795698;445.0294793;-0.130269;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.038093187;2221;2.23679;-;2221
20131231;4U;CBIC002;200730;12.314082;12.314082;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;7100;30/07/2020;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.429911;11/02/2005;NA;NA;NA;2.465284;2.48513;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.26%;-0.13%;13.262431;12.023822;NA;0.45%;0.93%;6.510899031;-0.15848984;500.6500135;-0.145043;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.04007649;2403;2.520404;-;2403
20131231;4U;CBIC002;210128;11.967435;11.967435;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;9418534.125;8579133.063;20/02/2001;7282;28/01/2021;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.282957;11/02/2005;NA;NA;NA;2.759479;2.780071;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.29%;-0.19%;13.132573;11.756563;NA;0.52%;1.13%;6.984010767;-0.165220677;559.1717776;-0.153686;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.041881519;2585;2.814211;-;2585
20131231;4U;CBIC002;210729;11.778244;11.778244;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;7464;29/07/2021;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.146085;11/02/2005;NA;NA;NA;2.825097;2.845665;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.32%;-0.17%;13.01675;11.563469;NA;0.55%;1.14%;7.470924502;-0.173945539;620.6312679;-0.156735;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.043677682;2767;2.880321;-;2767
20131231;4U;CBIC002;220127;11.587519;11.587519;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;7646;27/01/2022;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;4.013781;11/02/2005;NA;NA;NA;2.892235;2.912778;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.34%;-0.16%;12.89563;11.367477;NA;0.57%;1.15%;7.957093725;-0.182265021;684.9960197;-0.153468;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.045321136;2949;2.947973;-;2949
20131231;4U;CBIC002;220728;11.395435;11.395435;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;7828;28/07/2022;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.887892;11/02/2005;NA;NA;NA;2.96095;2.981469;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.36%;-0.15%;12.769275;11.168421;NA;0.60%;1.15%;8.442493136;-0.190177897;752.266043;-0.154924;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.046811629;3131;3.017226;-;3131
20131231;4U;CBIC002;230126;11.202167;11.202167;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8010;26/01/2023;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.766154;11/02/2005;NA;NA;NA;3.031306;3.051801;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.38%;-0.13%;12.637865;10.966586;NA;0.63%;1.15%;8.927096237;-0.197683609;822.4413513;-0.152732;0.00%;2.84375;AAA(mex);09/05/2013;26/06/2013;-0.048148895;3313;3.088143;-;3313
20131231;4U;CBIC002;230727;11.007886;11.007886;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8192;27/07/2023;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.650274;11/02/2005;NA;NA;NA;3.103366;3.123837;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.40%;-0.11%;12.504215;10.762253;NA;0.66%;1.15%;9.410875275;-0.204782263;895.5219607;-0.15648;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.049332655;3495;3.160791;-;3495
20131231;4U;CBIC002;240125;10.812762;10.812762;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8374;25/01/2024;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.538182;11/02/2005;NA;NA;NA;3.177198;3.197644;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.42%;-0.09%;12.368074;10.555708;NA;0.69%;1.15%;9.89380119;-0.211474607;971.5078901;-0.158012;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.050362617;3677;3.235235;-;3677
20131231;4U;CBIC002;240725;10.616963;10.616963;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8556;25/07/2024;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.431212;11/02/2005;NA;NA;NA;3.252872;3.273293;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.44%;-0.06%;12.227791;10.347231;NA;0.73%;1.17%;10.37584355;-0.217762021;1050.399162;-0.161358;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.051238477;3859;3.311547;-;3859
20131231;4U;CBIC002;250123;10.420655;10.420655;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8738;23/01/2025;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.327652;11/02/2005;NA;NA;NA;3.330459;3.350856;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.46%;-0.03%;12.083546;10.1371;NA;0.76%;1.19%;10.85697051;-0.2236465;1132.195799;-0.161827;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.051959915;4041;3.389799;-;4041
20131231;4U;CBIC002;250724;10.224001;10.224001;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;8920;24/07/2025;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.228368;11/02/2005;NA;NA;NA;3.410035;3.430408;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.49%;0.01%;11.93552;9.925589;NA;0.81%;1.23%;11.33714872;-0.229130635;1216.897831;-0.162561;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.052526596;4223;3.470069;-;4223
20131231;4U;CBIC002;260122;10.027162;10.027162;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;9102;22/01/2026;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.132151;11/02/2005;NA;NA;NA;3.491679;3.512027;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.51%;0.05%;11.783898;9.712971;NA;0.85%;1.29%;11.81634327;-0.234217599;1304.505285;-0.165297;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.052938168;4405;3.552434;-;4405
20131231;4U;CBIC002;260723;9.830293;9.830293;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;9284;23/07/2026;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;3.039442;11/02/2005;NA;NA;NA;3.575471;3.595795;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.53%;0.09%;11.628868;9.499512;NA;0.90%;1.37%;12.29451764;-0.238911124;1395.018194;-0.163414;0.00%;2.84375;AAA(mex);02/05/2013;26/06/2013;-0.053194267;4587;3.636979;-;4587
20131231;4U;CBIC002;270121;9.63355;9.63355;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;9466;21/01/2027;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.949593;11/02/2005;NA;NA;NA;3.661498;3.681798;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.55%;0.14%;11.47062;9.269684;NA;0.96%;1.48%;12.77163357;-0.243215481;1488.436592;-0.167565;0.00%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.053294506;4769;3.723789;-;4769
20131231;4U;CBIC002;270722;9.437083;9.437083;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;9648;22/07/2027;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.862891;11/02/2005;NA;NA;NA;3.749847;3.770123;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.57%;0.19%;11.309345;9.035142;NA;1.01%;1.60%;13.24765106;-0.247135463;1584.760515;-0.170333;0.00%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.053238485;4951;3.812953;-;4951
20131231;4U;CBIC002;280120;9.24104;9.24104;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;9830;20/01/2028;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.778829;11/02/2005;NA;NA;NA;3.840612;3.860863;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.59%;0.25%;11.145236;8.800196;NA;1.08%;1.75%;13.72252823;-0.250676359;1683.990001;-0.174107;0.00%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.053025782;5133;3.904565;-;5133
20131231;4U;CBIC002;280720;9.045563;9.045563;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;10012;20/07/2028;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.697659;11/02/2005;NA;NA;NA;3.933888;3.954114;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.61%;0.31%;10.978486;8.565197;NA;1.14%;1.93%;14.19622124;-0.253843934;1786.125091;-0.177052;0.00%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.052655958;5315;3.998724;-;5315
20131231;4U;CBIC002;290118;8.850794;8.850794;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;10194;18/01/2029;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.618963;11/02/2005;NA;NA;NA;4.029776;4.049978;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.63%;0.37%;10.80929;8.330485;NA;1.22%;2.12%;14.66868424;-0.256644405;1891.165826;-0.180122;0.01%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.052128551;5497;4.095529;-;5497
20131231;4U;CBIC002;290719;8.656867;8.656867;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;10376;19/07/2029;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.542972;11/02/2005;NA;NA;NA;4.12838;4.148558;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.66%;0.44%;10.637841;8.096393;NA;1.29%;2.34%;15.13986922;-0.259084421;1999.11225;-0.180553;0.01%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.05144308;5679;4.195088;-;5679
20131231;4U;CBIC002;300117;8.463915;8.463915;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;41712818.88;63139627.69;20/02/2001;10558;17/01/2030;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.469327;11/02/2005;NA;NA;NA;4.229811;4.249965;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.68%;0.51%;10.464335;7.86324;NA;1.37%;2.57%;15.60972597;-0.261171034;2109.964408;-0.186249;0.01%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.050599039;5861;4.29751;-;5861
20131231;4U;CBIC002;300718;8.115889;8.115889;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;21744720.16;36535240.22;20/02/2001;10740;18/07/2030;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.398309;11/02/2005;NA;NA;NA;4.531877;4.552024;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.68%;0.50%;10.385535;7.554203;NA;1.43%;2.65%;16.04755783;-0.257456255;2223.679443;-0.183492;0.01%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.049291606;6043;4.602278;-;6043
20131231;4U;CBIC002;310116;7.77053;7.77053;0;0;0;BANCO NACIONAL DE OBRAS Y SERVICIOS PÚBLICOS, S.N.;GUBERNAMENTAL;21744720.16;36535240.22;20/02/2001;10922;16/01/2031;2.84375;[UDI] Unidades de Inversion (MXN);NA;-;-;NA;0;NA;NA;NA;NA;2.328932;11/02/2005;NA;NA;NA;4.849995;4.870134;NA;NA;Aaa.mx;mxAAA;NA;MINIMA;0.70%;0.51%;10.308715;7.246714;NA;1.47%;2.73%;16.48028973;-0.253147661;2340.299376;-0.182531;0.01%;2.84375;AAA(mex);02/05/2013;21/06/2013;-0.047787928;6225;4.923317;-;6225
